,Cloud,Name,Storage Class,PricePerUnit,Unit,StartingRange,EndingRange,Location,Location Code
91,AWS,7K7D2G7W43FPBPT9,Archive,0.0045,GB-Mo,0,inf,Paris,eu-west-3
