,Cloud,Name,Storage Class,PricePerUnit,Unit,StartingRange,EndingRange,Location,Location Code
130,AWS,VYPMFZ3C34HQCUWR,Archive,0.005,GB-Mo,0,inf,Tokyo,ap-northeast-1
