,Cloud,Name,Storage Class,PricePerUnit,Unit,StartingRange,EndingRange,Location,Location Code
115,AWS,TMJKZ9A4KGRT79UF,Archive,0.004,GB-Mo,0,inf,Oregon,us-west-2
