,Cloud,Name,Storage Class,PricePerUnit,Unit,StartingRange,EndingRange,Location,Location Code
59,AWS,JW2BH8C5CTC8RAS6,Infrequent Access,0.0152,GB-Mo,0,inf,Tokyo,ap-northeast-1
94,AWS,HRR2D457NWPWESTV,Infrequent Access,0.019,GB-Mo,0,inf,Tokyo,ap-northeast-1
