,Cloud,Name,Storage Class,PricePerUnit,Unit,StartingRange,EndingRange,Location,Location Code
106,AWS,V9JGUSTE568N8WRR,Archive,0.005,GB-Mo,0,inf,Hong Kong,ap-east-1
