,Cloud,Name,Storage Class,PricePerUnit,Unit,StartingRange,EndingRange,Location,Location Code
74,AWS,FSCSS6TRWM9N2ZE7,Archive,0.005,GB-Mo,0,inf,Singapore,ap-southeast-1
