,Cloud,Name,Storage Class,PricePerUnit,Unit,StartingRange,EndingRange,Location,Location Code
94,AWS,K55ZH6NJUQKXMCG9,Infrequent Access,0.0152,GB-Mo,0,inf,Sydney,ap-southeast-2
96,AWS,GUMC8WQJ7Z58NW8T,Infrequent Access,0.019,GB-Mo,0,inf,Sydney,ap-southeast-2
